ID da fila;ID da compra;Data da compra;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;Estado;País;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro
7861;MX-2012-125808;09/11/2012;14/11/2012;Classe padrão;VC-21025;Victor Costa;Pequenas e Medias Empresas;Metepec;México;México;Norte;MÓV-ES-10004806;Móveis;Estantes;Safco Estante tradicional, Branco;2350,24;1;0,2;-440,76
7862;MX-2012-125808;09/11/2012;14/11/2012;Classe padrão;VC-21025;Victor Costa;Pequenas e Medias Empresas;Metepec;México;México;Norte;MAT-AR-10004677;Material de escritório;Arte;Crayola Apontador, Tamanhos variados;398;2;0;59,6
7863;MX-2014-152513;07/08/2014;10/08/2014;Segunda classe;CC-12550;Clara Correia;Varejo;Mejicanos;San Salvador;El Salvador;Central;MAT-AR-10004711;Material de escritório;Armazenamento;Fellowes Bandejas, Industrial;385,8;1;0;81
7864;MX-2012-166751;24/10/2012;29/10/2012;Classe padrão;AF-10780;Anna Ferreira;Grande Empresa;Natal;Rio Grande do Norte;Brasil;Sul;MAT-PA-10004818;Material de escritório;Papel;Enermax Resma, Reciclado;1324,4;7;0;582,4
7865;MX-2012-166751;24/10/2012;29/10/2012;Classe padrão;AF-10780;Anna Ferreira;Grande Empresa;Natal;Rio Grande do Norte;Brasil;Sul;MAT-AR-10004955;Material de escritório;Arte;Crayola Canetas, Azul;238,8;3;0;13,8
7866;US-2011-166366;03/12/2011;07/12/2011;Classe padrão;EA-13570;Enzo Araujo;Varejo;Cidade do Panamá;Panamá;Panamá;Central;TEC-CO-10001546;Tecnologia;Copiadoras;HP Tinta, Par;1026,168;2;0,402;-381,032
7867;US-2011-166366;03/12/2011;07/12/2011;Classe padrão;EA-13570;Enzo Araujo;Varejo;Cidade do Panamá;Panamá;Panamá;Central;MAT-PA-10000442;Material de escritório;Papel;Enermax Papel de pergaminho, Multicolorido;201,6;3;0,4;3
7868;US-2011-166366;03/12/2011;07/12/2011;Classe padrão;EA-13570;Enzo Araujo;Varejo;Cidade do Panamá;Panamá;Panamá;Central;MAT-PA-10000322;Material de escritório;Papel;Eaton Papel de pergaminho, Embalagem com 12;563,52;8;0,4;-38,08
7869;US-2012-121783;13/08/2012;17/08/2012;Classe padrão;SS-20680;Sophia Santos;Pequenas e Medias Empresas;Salvador;Bahia;Brasil;Sul;MAT-CO-10002602;Material de escritório;Colchetes;OIC Elásticos, Embalagem com 12;264;6;0,6;-303,6
7870;US-2013-123085;09/08/2013;12/08/2013;Segunda classe;VS-21355;Vinicius Silva;Grande Empresa;Ciudad Choluteca;Choluteca;Honduras;Central;MÓV-MÓ-10000630;Móveis;Móveis ;Rubbermaid Lâmpada, Durável;126,96;2;0,4;-40,24
7871;US-2013-123085;09/08/2013;12/08/2013;Segunda classe;VS-21355;Vinicius Silva;Grande Empresa;Ciudad Choluteca;Choluteca;Honduras;Central;MÓV-MÓ-10000525;Móveis;Móveis ;Tenex Lâmpada, Embalagem multipack;151,92;2;0,4;-5,28
7872;US-2013-123085;09/08/2013;12/08/2013;Segunda classe;VS-21355;Vinicius Silva;Grande Empresa;Ciudad Choluteca;Choluteca;Honduras;Central;TEC-TE-10003450;Tecnologia;Telefones;Nokia Repetidor de sinal, Tamanho real;2755,8;5;0,4;-1103,2
7873;US-2013-123085;09/08/2013;12/08/2013;Segunda classe;VS-21355;Vinicius Silva;Grande Empresa;Ciudad Choluteca;Choluteca;Honduras;Central;MAT-AR-10001953;Material de escritório;Armazenamento;Smead Carrinho bandeja, Azul;513,6;1;0,4;-239,8
7874;US-2013-123085;09/08/2013;12/08/2013;Segunda classe;VS-21355;Vinicius Silva;Grande Empresa;Ciudad Choluteca;Choluteca;Honduras;Central;TEC-TE-10001046;Tecnologia;Telefones;Cisco Carregador, Embalagem tipo bulk;5211,84;2;0,4;-3214,16
7875;US-2013-123085;09/08/2013;12/08/2013;Segunda classe;VS-21355;Vinicius Silva;Grande Empresa;Ciudad Choluteca;Choluteca;Honduras;Central;TEC-TE-10004172;Tecnologia;Telefones;Motorola Caixa de som, Tamanhos variados;4229,28;6;0,4;-1621,92
7876;US-2013-123085;09/08/2013;12/08/2013;Segunda classe;VS-21355;Vinicius Silva;Grande Empresa;Ciudad Choluteca;Choluteca;Honduras;Central;MAT-PA-10003006;Material de escritório;Papel;Green Bar Caderno, Embalagem com 12;950,04;7;0,4;-143,36
7877;US-2013-123085;09/08/2013;12/08/2013;Segunda classe;VS-21355;Vinicius Silva;Grande Empresa;Ciudad Choluteca;Choluteca;Honduras;Central;MÓV-MÓ-10004377;Móveis;Móveis ;Eldon Porta retrato, Embalagem multipack;465,36;2;0,4;-279,44
7878;US-2013-123085;09/08/2013;12/08/2013;Segunda classe;VS-21355;Vinicius Silva;Grande Empresa;Ciudad Choluteca;Choluteca;Honduras;Central;TEC-AC-10000767;Tecnologia;Acessórios;Memorex Mouse, Reciclado;207,84;2;0,4;-14,16
7879;MX-2012-164441;16/05/2012;21/05/2012;Classe padrão;LC-17305;Livia Carvalho;Varejo;Miguel Hidalgo;Distrito Federal;México;Norte;TEC-AC-10003185;Tecnologia;Acessórios;Logitech Roteador, Econômico;6595,2;4;0;2637,6
7880;MX-2012-164441;16/05/2012;21/05/2012;Classe padrão;LC-17305;Livia Carvalho;Varejo;Miguel Hidalgo;Distrito Federal;México;Norte;MAT-PA-10003486;Material de escritório;Papel;SanDisk Resma, Embalagem com 12;1357,2;6;0;26,4
7881;MX-2012-164441;16/05/2012;21/05/2012;Classe padrão;LC-17305;Livia Carvalho;Varejo;Miguel Hidalgo;Distrito Federal;México;Norte;MÓV-ES-10002397;Móveis;Estantes;Dania Estante tradicional, Preto;13187,52;6;0,2;2801,52
7882;MX-2012-164441;16/05/2012;21/05/2012;Classe padrão;LC-17305;Livia Carvalho;Varejo;Miguel Hidalgo;Distrito Federal;México;Norte;TEC-CO-10000254;Tecnologia;Copiadoras;Canon Fax e copiadora, Colorida;2565,2592;2;0,002;482,8592
7883;MX-2014-143161;18/11/2014;22/11/2014;Classe padrão;LB-16735;Lavinia Barbosa;Varejo;Ilopango;San Salvador;El Salvador;Central;MAT-PA-10000941;Material de escritório;Papel;Xerox Cadernetas, Premium;811,8;9;0;388,8
7884;MX-2014-143161;18/11/2014;22/11/2014;Classe padrão;LB-16735;Lavinia Barbosa;Varejo;Ilopango;San Salvador;El Salvador;Central;MÓV-MÓ-10001068;Móveis;Móveis ;Deflect-O Porta retrato, Premium;673,6;2;0;330
7885;MX-2014-143161;18/11/2014;22/11/2014;Classe padrão;LB-16735;Lavinia Barbosa;Varejo;Ilopango;San Salvador;El Salvador;Central;MAT-AC-10001894;Material de escritório;Acessórios;Hamilton Beach Micro-ondas, Vermelho;13183,8;7;0;3822
7886;MX-2014-143161;18/11/2014;22/11/2014;Classe padrão;LB-16735;Lavinia Barbosa;Varejo;Ilopango;San Salvador;El Salvador;Central;MÓV-CA-10000433;Móveis;Cadeiras;Office Star Banqueta, Vermelho;3478,8;3;0;973,8
7887;MX-2013-134985;08/07/2013;10/07/2013;Segunda classe;RL-20185;Ryan Lima;Varejo;Ilopango;San Salvador;El Salvador;Central;MAT-AC-10000168;Material de escritório;Acessórios;Cuisinart Liquidificador, Preto;1771,2;4;0;17,6
7888;MX-2012-149832;19/09/2012;20/09/2012;Primeira classe;DS-13015;Diogo Santos;Varejo;Cidade do México;Distrito Federal;México;Norte;TEC-AC-10000628;Tecnologia;Acessórios;Memorex Pen drive, Programável;412;2;0;181,2
7889;US-2011-168494;27/10/2011;29/10/2011;Segunda classe;DS-13045;Diogo Souza;Grande Empresa;León;Guanajuato;México;Norte;MÓV-ME-10001673;Móveis;Mesas;Chromcraft Mesa redonda, Preto;7473,6;3;0,2;-934,2
7890;MX-2014-150119;29/07/2014;31/07/2014;Segunda classe;TS-20815;Tânia Santos;Grande Empresa;Durango;Durango;México;Norte;MAT-AR-10001753;Material de escritório;Armazenamento;Fellowes Caixa, Azul;262,4;2;0;99,6
7891;MX-2013-166604;17/05/2013;19/05/2013;Segunda classe;IR-15235;Isabela Ribeiro;Varejo;León;León;Nicarágua;Central;MAT-FI-10001513;Material de escritório;Fichários;Wilson Jones Perfurador, Durável;393,2;2;0;168,8
7892;MX-2013-166604;17/05/2013;19/05/2013;Segunda classe;IR-15235;Isabela Ribeiro;Varejo;León;León;Nicarágua;Central;TEC-CO-10001366;Tecnologia;Copiadoras;Canon Copiadora para uso pessoal, Digital;3789,2064;4;0,002;637,2064
7893;MX-2013-166604;17/05/2013;19/05/2013;Segunda classe;IR-15235;Isabela Ribeiro;Varejo;León;León;Nicarágua;Central;MÓV-CA-10004194;Móveis;Cadeiras;HON Cadeira de balanço, Par;1771,6;2;0;318,8
7894;MX-2013-166604;17/05/2013;19/05/2013;Segunda classe;IR-15235;Isabela Ribeiro;Varejo;León;León;Nicarágua;Central;MÓV-MÓ-10000693;Móveis;Móveis ;Rubbermaid Lâmpada, Premium;814,8;7;0;260,4
7895;MX-2014-117590;18/06/2014;24/06/2014;Classe padrão;EB-13990;Evelyn Barbosa;Varejo;Antiguo Cuscatlán;La Libertad;El Salvador;Central;MAT-FI-10000154;Material de escritório;Fichários;Wilson Jones Encadernadora, Transparente;1614;5;0;355
7896;MX-2013-115588;18/04/2013;23/04/2013;Classe padrão;JM-15985;Julieta Melo;Varejo;Guadalajara;Jalisco;México;Norte;MAT-FI-10003013;Material de escritório;Fichários;Avery Reforço para fichário, Reciclado;286,2;9;0;127,8
7897;MX-2011-139311;15/12/2011;20/12/2011;Classe padrão;VC-21010;Victor Correia;Varejo;Querétaro;Querétaro;México;Norte;MAT-AR-10004935;Material de escritório;Armazenamento;Eldon Armários, Azul;9235,8;7;0;91
7898;US-2014-166891;30/05/2014;04/06/2014;Segunda classe;LA-17065;Leonor Azevedo;Varejo;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MAT-AR-10000369;Material de escritório;Armazenamento;Rogers Armários, Metal;3371,04;3;0,2;-84,36
7899;MX-2013-139353;25/02/2013;01/03/2013;Classe padrão;PD-19480;Pedro Dias;Varejo;Matagalpa;Matagalpa;Nicarágua;Central;MAT-MA-10002428;Material de escritório;Materiais;Acme Cortador de papel, Aço;879,6;3;0;351,6
7900;MX-2013-139353;25/02/2013;01/03/2013;Classe padrão;PD-19480;Pedro Dias;Varejo;Matagalpa;Matagalpa;Nicarágua;Central;MAT-AC-10002466;Material de escritório;Acessórios;Cuisinart Forno, Preto;7169,6;2;0;1218,8
7901;MX-2012-168816;21/09/2012;26/09/2012;Classe padrão;TP-20755;Tânia Pinto;Grande Empresa;León;Guanajuato;México;Norte;MAT-FI-10004261;Material de escritório;Fichários;Ibico Capa para fichário, Durável;101;1;0;7
7902;MX-2014-107181;02/12/2014;06/12/2014;Segunda classe;LA-17635;Luis Alves;Grande Empresa;Santa Cruz de Barahona;Barahona;República Dominicana;Caribe;TEC-AC-10004216;Tecnologia;Acessórios;SanDisk Roteador, Econômico;19140,8;14;0,2;6697,6
7903;MX-2014-107181;02/12/2014;06/12/2014;Segunda classe;LA-17635;Luis Alves;Grande Empresa;Santa Cruz de Barahona;Barahona;República Dominicana;Caribe;MÓV-CA-10004383;Móveis;Cadeiras;Office Star Poltrona, Par;15029,76;6;0,2;-2255,04
7904;US-2014-115574;09/01/2014;09/01/2014;No mesmo dia;DS-12775;Danilo Souza;Varejo;Buenos Aires;Cidade de Buenos Aires;Argentina;Sul;TEC-AC-10003930;Tecnologia;Acessórios;Logitech Cartão de memória, Econômico;1240,56;3;0,4;-269,04
7905;MX-2011-108595;29/11/2011;03/12/2011;Segunda classe;EC-13375;Emilly Cunha;Varejo;Santo Domingo;Santo Domingo;República Dominicana;Caribe;TEC-AC-10001056;Tecnologia;Acessórios;Memorex Cartão de memória, Durável;1639,68;3;0,2;122,88
7906;MX-2011-108595;29/11/2011;03/12/2011;Segunda classe;EC-13375;Emilly Cunha;Varejo;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MAT-MA-10002408;Material de escritório;Materiais;Fiskars Tesouras, Aço;501,76;2;0,2;175,36
7907;MX-2014-129098;28/03/2014;02/04/2014;Classe padrão;SM-20515;Sofia Martins;Pequenas e Medias Empresas;San Lorenzo;Central;Paraguai;Sul;MAT-FI-10000133;Material de escritório;Fichários;Avery Divisórias, Reciclado;490,6;11;0;125,4
7908;MX-2014-129098;28/03/2014;02/04/2014;Classe padrão;SM-20515;Sofia Martins;Pequenas e Medias Empresas;San Lorenzo;Central;Paraguai;Sul;TEC-MÁ-10004275;Tecnologia;Máquinas;Konica Telefone, Vermelho;555,6;1;0;100
7909;MX-2014-129098;28/03/2014;02/04/2014;Classe padrão;SM-20515;Sofia Martins;Pequenas e Medias Empresas;San Lorenzo;Central;Paraguai;Sul;TEC-CO-10002270;Tecnologia;Copiadoras;Hewlett Fax, Vermelho;6349,6752;3;0,002;-12,7248
7910;MX-2014-134894;05/12/2014;05/12/2014;No mesmo dia;JR-15895;Julian Rodrigues;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;TEC-AC-10004216;Tecnologia;Acessórios;SanDisk Roteador, Econômico;3076,2;3;0,4;409,8
7911;MX-2012-162495;15/09/2012;16/09/2012;Primeira classe;GC-15025;Gustavo Cunha;Varejo;Managua;Managua;Nicarágua;Central;MAT-ET-10003504;Material de escritório;Etiquetas;Avery Etiquetas removíveis, Branco;286,4;4;0;5,6
7912;MX-2012-162495;15/09/2012;16/09/2012;Primeira classe;GC-15025;Gustavo Cunha;Varejo;Managua;Managua;Nicarágua;Central;MAT-MA-10001359;Material de escritório;Materiais;Elite Cortador de papel, Retangular;511,6;2;0;189,2
7913;MX-2011-160052;03/10/2011;08/10/2011;Classe padrão;TA-20905;Tiago Azevedo;Varejo;San Salvador;San Salvador;El Salvador;Central;MAT-ET-10000111;Material de escritório;Etiquetas;HON Etiquetas jurídicas, Vermelho;356;5;0;28
7914;MX-2011-160052;03/10/2011;08/10/2011;Classe padrão;TA-20905;Tiago Azevedo;Varejo;San Salvador;San Salvador;El Salvador;Central;MAT-ET-10003716;Material de escritório;Etiquetas;HON Etiquetas para codificação colorida, Branco;256,2;3;0;127,8
7915;MX-2014-137806;22/10/2014;26/10/2014;Classe padrão;LM-17590;Lucas Melo;Grande Empresa;Chetumal;Quintana Roo;México;Norte;MAT-EN-10004627;Material de escritório;Envelopes;Kraft Envelope com fecho, Vermelho;250,8;3;0;22,2
7916;MX-2014-137806;22/10/2014;26/10/2014;Classe padrão;LM-17590;Lucas Melo;Grande Empresa;Chetumal;Quintana Roo;México;Norte;MÓV-ES-10001953;Móveis;Estantes;Safco Biblioteca, Preto;4172,16;2;0,2;1042,96
7917;MX-2013-140592;16/08/2013;20/08/2013;Classe padrão;IR-15250;Isabela Ribeiro;Varejo;Manzanillo;Colima;México;Norte;TEC-CO-10000696;Tecnologia;Copiadoras;Brother Fax e copiadora, Colorida;2567,2552;2;0,002;329,2552
7918;MX-2014-163195;27/05/2014;01/06/2014;Segunda classe;JC-16045;Júlio Carvalho;Pequenas e Medias Empresas;Santiago;Santiago;Chile;Sul;TEC-CO-10003448;Tecnologia;Copiadoras;Canon Fax sem fio, Colorida;17702,524;7;0,002;4220,524
7919;MX-2014-163195;27/05/2014;01/06/2014;Segunda classe;JC-16045;Júlio Carvalho;Pequenas e Medias Empresas;Santiago;Santiago;Chile;Sul;MAT-PA-10002996;Material de escritório;Papel;Eaton Resma, Premium;177;1;0;26,4
7920;MX-2013-119501;16/03/2013;20/03/2013;Classe padrão;DB-12880;Diego Barros;Grande Empresa;Veracruz;Veracruz;México;Norte;MAT-FI-10000516;Material de escritório;Fichários;Wilson Jones Divisórias, Transparente;197;5;0;39
7921;MX-2013-119501;16/03/2013;20/03/2013;Classe padrão;DB-12880;Diego Barros;Grande Empresa;Veracruz;Veracruz;México;Norte;MÓV-CA-10004486;Móveis;Cadeiras;HON Cadeira dobrável, Preto;1263,84;3;0,2;62,64
7922;MX-2013-119501;16/03/2013;20/03/2013;Classe padrão;DB-12880;Diego Barros;Grande Empresa;Veracruz;Veracruz;México;Norte;MÓV-ES-10003508;Móveis;Estantes;Bush Conjunto de pratelheiras, Preto;6444,48;7;0,2;644,28
7923;US-2014-146808;21/10/2014;23/10/2014;Primeira classe;GF-14980;Guilherme Ferreira;Varejo;San Miguelito;Panamá;Panamá;Central;MAT-AC-10004659;Material de escritório;Acessórios;Hoover Torradeira, Vermelho;1338,24;4;0,4;-758,56
7924;US-2013-113439;05/02/2013;08/02/2013;Segunda classe;KC-16150;Kai Cavalcanti;Grande Empresa;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MAT-AR-10001157;Material de escritório;Armazenamento;Rogers Bandejas, Tamanho real;987,36;3;0,2;-0,24
7925;US-2013-113439;05/02/2013;08/02/2013;Segunda classe;KC-16150;Kai Cavalcanti;Grande Empresa;Santo Domingo;Santo Domingo;República Dominicana;Caribe;TEC-CO-10001147;Tecnologia;Copiadoras;HP Copiadora para uso pessoal, Colorida;2006,6508;3;0,202;-105,9492
7926;MX-2011-135020;17/03/2011;18/03/2011;Primeira classe;CC-12550;Clara Correia;Varejo;Mejicanos;San Salvador;El Salvador;Central;TEC-MÁ-10001544;Tecnologia;Máquinas;Epson Impressora, Branco;3480,4;2;0;1496,4
7927;MX-2011-135020;17/03/2011;18/03/2011;Primeira classe;CC-12550;Clara Correia;Varejo;Mejicanos;San Salvador;El Salvador;Central;TEC-TE-10004211;Tecnologia;Telefones;Nokia Telefone do escritório, Embalagem tipo bulk;869,6;2;0;226
7928;MX-2011-120719;05/09/2011;09/09/2011;Classe padrão;LR-17155;Leonor Rocha;Varejo;Chihuahua;Chihuahua;México;Norte;MAT-FI-10000858;Material de escritório;Fichários;Wilson Jones Divisórias, Durável;318;6;0;69,6
7929;MX-2014-166716;16/06/2014;20/06/2014;Segunda classe;FR-14245;Felipe Rodrigues;Pequenas e Medias Empresas;Las Tunas;Las Tunas;Cuba;Caribe;MAT-FI-10002581;Material de escritório;Fichários;Acco Pasta argolada, Transparente;487;5;0;175
7930;MX-2013-107041;30/10/2013;05/11/2013;Classe padrão;DB-12955;Diogo Barros;Grande Empresa;San José de las Lajas;Mayabeque;Cuba;Caribe;MÓV-ES-10003835;Móveis;Estantes;Bush Gaveteiro, Branco;972,6;1;0;184,6
7931;MX-2013-107041;30/10/2013;05/11/2013;Classe padrão;DB-12955;Diogo Barros;Grande Empresa;San José de las Lajas;Mayabeque;Cuba;Caribe;MÓV-ME-10000462;Móveis;Mesas;Chromcraft Mesa de madeira, Montado;9679,8;3;0;1064,4
7932;MX-2013-107041;30/10/2013;05/11/2013;Classe padrão;DB-12955;Diogo Barros;Grande Empresa;San José de las Lajas;Mayabeque;Cuba;Caribe;TEC-CO-10002110;Tecnologia;Copiadoras;HP Copiadora, Par;3242,7016;2;0,002;123,1016
7933;MX-2014-126424;20/05/2014;22/05/2014;Segunda classe;PA-19405;Paulo Almeida;Varejo;Paulista;Pernambuco;Brasil;Sul;TEC-CO-10001917;Tecnologia;Copiadoras;Canon Fax e copiadora, Vermelho;3783,2184;3;0,002;1659,8184
7934;US-2011-169439;20/06/2011;26/06/2011;Classe padrão;IC-15205;Isabela Correia;Varejo;Hermosillo;Sonora;México;Norte;MÓV-MÓ-10002143;Móveis;Móveis ;Advantus Moldura, Premium;3072,72;7;0,4;-206,08
7935;MX-2012-148586;21/06/2012;25/06/2012;Classe padrão;EB-13975;Evelyn Barbosa;Grande Empresa;Limeira;São Paulo;Brasil;Sul;MAT-MA-10000372;Material de escritório;Materiais;Kleencut Tesouras, Aço;433,8;3;0;160,2
7936;MX-2012-148586;21/06/2012;25/06/2012;Classe padrão;EB-13975;Evelyn Barbosa;Grande Empresa;Limeira;São Paulo;Brasil;Sul;MAT-CO-10002558;Material de escritório;Colchetes;Accos Grampos, Tamanhos variados;392;7;0;168
7937;MX-2012-148586;21/06/2012;25/06/2012;Classe padrão;EB-13975;Evelyn Barbosa;Grande Empresa;Limeira;São Paulo;Brasil;Sul;MÓV-ME-10004532;Móveis;Mesas;HON Mesa de centro, Branco;6785,92;4;0,2;1017,12
7938;MX-2014-160255;10/10/2014;13/10/2014;Primeira classe;KG-16270;Kauã Goncalves;Varejo;Managua;Managua;Nicarágua;Central;MÓV-CA-10004084;Móveis;Cadeiras;SAFCO Cadeira de balanço, Par;6400,8;7;0;1855
7939;US-2013-149125;09/11/2013;10/11/2013;Primeira classe;KB-16375;Kauan Barbosa;Pequenas e Medias Empresas;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-ET-10002671;Material de escritório;Etiquetas;Novimex Etiquetas redondas, Durável;53,28;2;0,4;-33,92
7940;US-2013-149125;09/11/2013;10/11/2013;Primeira classe;KB-16375;Kauan Barbosa;Pequenas e Medias Empresas;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-CA-10000349;Móveis;Cadeiras;Harbour Creations Cadeira de praia, Vermelho;492,96;2;0,4;-107,04
7941;US-2013-149125;09/11/2013;10/11/2013;Primeira classe;KB-16375;Kauan Barbosa;Pequenas e Medias Empresas;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-CA-10001109;Móveis;Cadeiras;HON Cadeira dobrável, Ajustável;335,64;1;0,4;-117,56
7942;US-2013-149125;09/11/2013;10/11/2013;Primeira classe;KB-16375;Kauan Barbosa;Pequenas e Medias Empresas;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-EN-10003792;Material de escritório;Envelopes;Cameo Malote, Conjunto de 50;948,6;5;0,4;-32,4
7943;US-2013-149125;09/11/2013;10/11/2013;Primeira classe;KB-16375;Kauan Barbosa;Pequenas e Medias Empresas;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-AR-10001348;Material de escritório;Armazenamento;Fellowes Caixa, Metal;525;7;0,4;25,2
7944;US-2013-149125;09/11/2013;10/11/2013;Primeira classe;KB-16375;Kauan Barbosa;Pequenas e Medias Empresas;Tegucigalpa;Francisco Morazán;Honduras;Central;TEC-AC-10002898;Tecnologia;Acessórios;Enermax Teclado numérico, Durável;1380,96;6;0,4;-438,24
7945;US-2013-149125;09/11/2013;10/11/2013;Primeira classe;KB-16375;Kauan Barbosa;Pequenas e Medias Empresas;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-PA-10003731;Material de escritório;Papel;Eaton Resma, Embalagem com 12;245,52;2;0,4;-151,68
7946;US-2013-149125;09/11/2013;10/11/2013;Primeira classe;KB-16375;Kauan Barbosa;Pequenas e Medias Empresas;Tegucigalpa;Francisco Morazán;Honduras;Central;TEC-AC-10001364;Tecnologia;Acessórios;Memorex Pen drive, Reciclado;435,36;4;0,4;-36,64
7947;US-2012-152772;23/04/2012;25/04/2012;Primeira classe;MS-18220;Maria Silva;Varejo;Santo Domingo;Santo Domingo;República Dominicana;Caribe;TEC-AC-10004326;Tecnologia;Acessórios;Logitech Teclado numérico, Durável;1985,28;8;0,2;-496,32
7948;MX-2014-156629;19/07/2014;23/07/2014;Classe padrão;LL-17725;Luis Lima;Varejo;Las Tunas;Las Tunas;Cuba;Caribe;MAT-FI-10004986;Material de escritório;Fichários;Wilson Jones Reforço para fichário, Transparente;106,4;4;0;36
7949;MX-2014-130694;25/03/2014;27/03/2014;Primeira classe;AA-10825;Arthur Alves;Grande Empresa;Guadalajara;Jalisco;México;Norte;MÓV-ES-10002342;Móveis;Estantes;Safco Par, Tradicional;7174,08;9;0,2;2240,28
7950;MX-2014-130694;25/03/2014;27/03/2014;Primeira classe;AA-10825;Arthur Alves;Grande Empresa;Guadalajara;Jalisco;México;Norte;MAT-AR-10004374;Material de escritório;Arte;Sanford Canetas, Azul;148;2;0;54,4
7951;MX-2014-134481;05/09/2014;10/09/2014;Classe padrão;LC-16795;Lavinia Castro;Pequenas e Medias Empresas;San Salvador;San Salvador;El Salvador;Central;MAT-AR-10004222;Material de escritório;Arte;Sanford Apontador, Metal;2167,2;12;0;758,4
7952;MX-2014-134481;05/09/2014;10/09/2014;Classe padrão;LC-16795;Lavinia Castro;Pequenas e Medias Empresas;San Salvador;San Salvador;El Salvador;Central;MAT-MA-10002027;Material de escritório;Materiais;Kleencut Cortador de papel, Azul;828,6;3;0;165,6
7953;MX-2014-134481;05/09/2014;10/09/2014;Classe padrão;LC-16795;Lavinia Castro;Pequenas e Medias Empresas;San Salvador;San Salvador;El Salvador;Central;MAT-ET-10001567;Material de escritório;Etiquetas;Avery Etiquetas jurídicas, Branco;151,2;2;0;16,4
7954;MX-2014-134481;05/09/2014;10/09/2014;Classe padrão;LC-16795;Lavinia Castro;Pequenas e Medias Empresas;San Salvador;San Salvador;El Salvador;Central;TEC-TE-10004236;Tecnologia;Telefones;Nokia Telefone do escritório, Azul;2171;5;0;803
7955;US-2013-135237;05/07/2013;09/07/2013;Classe padrão;JL-15700;Júlia Lima;Varejo;San Pedro Sula;Cortés;Honduras;Central;MAT-ET-10002645;Material de escritório;Etiquetas;Harbour Creations Etiquetas removíveis, Vermelho;81,36;2;0,4;-49,04
7956;MX-2012-126473;02/11/2012;06/11/2012;Segunda classe;ED-13390;Emilly Dias;Pequenas e Medias Empresas;Santiago;Santiago;Chile;Sul;MÓV-CA-10000946;Móveis;Cadeiras;Harbour Creations Cadeira dobrável, Par;4673,2;7;0;2195,2
7957;US-2013-162754;28/06/2013;03/07/2013;Classe padrão;KB-16135;Kai Barros;Pequenas e Medias Empresas;San Pedro Sula;Cortés;Honduras;Central;MÓV-CA-10004442;Móveis;Cadeiras;Harbour Creations Cadeira de balanço, Par;1194,72;2;0,4;-358,48
7958;US-2014-145499;25/07/2014;01/08/2014;Classe padrão;JB-15790;Julian Barbosa;Varejo;San Miguelito;Panamá;Panamá;Central;MAT-EN-10003030;Material de escritório;Envelopes;Cameo Com lacre, Vermelho;1167,6;7;0,4;-448
7959;US-2014-145499;25/07/2014;01/08/2014;Classe padrão;JB-15790;Julian Barbosa;Varejo;San Miguelito;Panamá;Panamá;Central;MÓV-ME-10002394;Móveis;Mesas;Barricks Mesa de centro, Retangular;1794,42;3;0,7;-3948,18
7960;US-2014-143014;01/12/2014;04/12/2014;Primeira classe;VO-21520;Vitor Oliveira;Varejo;San Luis;San Luis;Argentina;Sul;MÓV-CA-10001756;Móveis;Cadeiras;Harbour Creations Poltrona, Vermelho;9472,2;5;0,4;-2368,8
7961;US-2014-139577;04/12/2014;08/12/2014;Classe padrão;LA-16630;Laura Alves;Grande Empresa;Cidade do Panamá;Panamá;Panamá;Central;MAT-CO-10001215;Material de escritório;Colchetes;Accos Elásticos, Embalagem tipo bulk;66,72;1;0,4;-1,28
7962;MX-2014-125332;27/12/2014;31/12/2014;Classe padrão;EC-13375;Emilly Cunha;Varejo;Ciudad Victoria;Tamaulipas;México;Norte;MAT-FI-10000837;Material de escritório;Fichários;Wilson Jones Encadernadora, Durável;672,8;2;0;60,4
7963;MX-2014-125332;27/12/2014;31/12/2014;Classe padrão;EC-13375;Emilly Cunha;Varejo;Ciudad Victoria;Tamaulipas;México;Norte;MAT-AC-10004361;Material de escritório;Acessórios;Breville Moedor de café, Preto;2043;5;0;286
7964;MX-2013-124254;03/12/2013;08/12/2013;Classe padrão;GA-14860;Guilherme Almeida;Grande Empresa;Cruz das Almas;Bahia;Brasil;Sul;MÓV-ME-10000701;Móveis;Mesas;Barricks Mesa de centro, Branco;4859,04;3;0,2;363,84
7965;MX-2013-124254;03/12/2013;08/12/2013;Classe padrão;GA-14860;Guilherme Almeida;Grande Empresa;Cruz das Almas;Bahia;Brasil;Sul;TEC-TE-10002883;Tecnologia;Telefones;Motorola Smart Phone, Tamanho real;2621,4;3;0;52,2
